sr50_2016t,sr50_2016,sr50_2017t,sr50_2017,sr50_2018t,sr50_2018,sr50_2019t,sr50_2019,sr50_2020t,sr50_2020
2016-07-29 13:15,3.339,2017-07-29 13:15,1.06,2018-07-29 13:15,3.417,2019-07-29 13:15,2.729,2020-07-29 13:15,1.859
2016-07-29 13:30,3.337,2017-07-29 13:30,1.063,2018-07-29 13:30,3.428,2019-07-29 13:30,2.724,2020-07-29 13:30,1.871
2016-07-29 13:45,3.346,2017-07-29 13:45,1.061,2018-07-29 13:45,3.429,2019-07-29 13:45,2.727,2020-07-29 13:45,1.861
2016-07-29 14:00,3.347,2017-07-29 14:00,1.062,2018-07-29 14:00,3.43,2019-07-29 14:00,2.734,2020-07-29 14:00,1.873
2016-07-29 14:15,3.353,2017-07-29 14:15,1.066,2018-07-29 14:15,3.433,2019-07-29 14:15,2.731,2020-07-29 14:15,1.872
2016-07-29 14:30,3.356,2017-07-29 14:30,1.066,2018-07-29 14:30,3.42,2019-07-29 14:30,2.733,2020-07-29 14:30,1.876
2016-07-29 14:45,3.353,2017-07-29 14:45,1.069,2018-07-29 14:45,3.428,2019-07-29 14:45,2.732,2020-07-29 14:45,1.877
2016-07-29 15:00,3.352,2017-07-29 15:00,1.067,2018-07-29 15:00,3.426,2019-07-29 15:00,2.737,2020-07-29 15:00,1.875
2016-07-29 15:15,3.363,2017-07-29 15:15,1.071,2018-07-29 15:15,3.434,2019-07-29 15:15,2.735,2020-07-29 15:15,1.874
2016-07-29 15:30,3.365,2017-07-29 15:30,1.073,2018-07-29 15:30,3.437,2019-07-29 15:30,2.738,2020-07-29 15:30,1.885
2016-07-29 15:45,3.368,2017-07-29 15:45,1.073,2018-07-29 15:45,3.438,2019-07-29 15:45,2.74,2020-07-29 15:45,1.89
2016-07-29 16:00,3.366,2017-07-29 16:00,1.072,2018-07-29 16:00,3.439,2019-07-29 16:00,2.742,2020-07-29 16:00,1.882
2016-07-29 16:15,3.371,2017-07-29 16:15,1.075,2018-07-29 16:15,3.443,2019-07-29 16:15,2.742,2020-07-29 16:15,1.889
2016-07-29 16:30,3.363,2017-07-29 16:30,1.08,2018-07-29 16:30,3.446,2019-07-29 16:30,2.746,2020-07-29 16:30,1.9
2016-07-29 16:45,3.374,2017-07-29 16:45,1.08,2018-07-29 16:45,3.449,2019-07-29 16:45,2.745,2020-07-29 16:45,1.902
2016-07-29 17:00,3.372,2017-07-29 17:00,1.083,2018-07-29 17:00,3.447,2019-07-29 17:00,2.754,2020-07-29 17:00,1.897
2016-07-29 17:15,3.377,2017-07-29 17:15,1.082,2018-07-29 17:15,3.445,2019-07-29 17:15,2.752,2020-07-29 17:15,1.89
2016-07-29 17:30,3.377,2017-07-29 17:30,1.085,2018-07-29 17:30,3.456,2019-07-29 17:30,2.749,2020-07-29 17:30,1.896
2016-07-29 17:45,3.378,2017-07-29 17:45,1.093,2018-07-29 17:45,3.448,2019-07-29 17:45,2.754,2020-07-29 17:45,1.894
2016-07-29 18:00,3.374,2017-07-29 18:00,1.087,2018-07-29 18:00,3.47,2019-07-29 18:00,2.749,2020-07-29 18:00,1.894
2016-07-29 18:15,3.381,2017-07-29 18:15,1.09,2018-07-29 18:15,3.465,2019-07-29 18:15,2.748,2020-07-29 18:15,1.888
2016-07-29 18:30,3.381,2017-07-29 18:30,1.089,2018-07-29 18:30,3.462,2019-07-29 18:30,2.743,2020-07-29 18:30,1.903
2016-07-29 18:45,3.381,2017-07-29 18:45,1.095,2018-07-29 18:45,3.464,2019-07-29 18:45,2.749,2020-07-29 18:45,1.902
2016-07-29 19:00,3.377,2017-07-29 19:00,1.09,2018-07-29 19:00,3.469,2019-07-29 19:00,2.747,2020-07-29 19:00,1.908
2016-07-29 19:15,3.38,2017-07-29 19:15,1.091,2018-07-29 19:15,3.462,2019-07-29 19:15,2.748,2020-07-29 19:15,1.905
2016-07-29 19:30,3.382,2017-07-29 19:30,1.087,2018-07-29 19:30,3.472,2019-07-29 19:30,2.752,2020-07-29 19:30,1.896
2016-07-29 19:45,3.378,2017-07-29 19:45,1.092,2018-07-29 19:45,3.468,2019-07-29 19:45,2.758,2020-07-29 19:45,1.892
2016-07-29 20:00,3.379,2017-07-29 20:00,1.093,2018-07-29 20:00,3.47,2019-07-29 20:00,2.758,2020-07-29 20:00,1.906
2016-07-29 20:15,3.373,2017-07-29 20:15,1.092,2018-07-29 20:15,3.461,2019-07-29 20:15,2.757,2020-07-29 20:15,1.9
2016-07-29 20:30,3.385,2017-07-29 20:30,1.102,2018-07-29 20:30,3.469,2019-07-29 20:30,2.757,2020-07-29 20:30,1.899
2016-07-29 20:45,3.386,2017-07-29 20:45,1.097,2018-07-29 20:45,3.472,2019-07-29 20:45,2.756,2020-07-29 20:45,1.904
2016-07-29 21:00,3.386,2017-07-29 21:00,1.093,2018-07-29 21:00,3.476,2019-07-29 21:00,2.758,2020-07-29 21:00,1.911
2016-07-29 21:15,3.38,2017-07-29 21:15,1.098,2018-07-29 21:15,3.463,2019-07-29 21:15,2.759,2020-07-29 21:15,1.902
2016-07-29 21:30,3.383,2017-07-29 21:30,1.096,2018-07-29 21:30,3.475,2019-07-29 21:30,2.759,2020-07-29 21:30,1.907
2016-07-29 21:45,3.381,2017-07-29 21:45,1.095,2018-07-29 21:45,3.477,2019-07-29 21:45,2.756,2020-07-29 21:45,1.903
2016-07-29 22:00,3.382,2017-07-29 22:00,1.096,2018-07-29 22:00,3.48,2019-07-29 22:00,2.754,2020-07-29 22:00,1.91
2016-07-29 22:15,3.389,2017-07-29 22:15,1.096,2018-07-29 22:15,3.483,2019-07-29 22:15,2.753,2020-07-29 22:15,1.905
2016-07-29 22:30,3.385,2017-07-29 22:30,1.092,2018-07-29 22:30,3.482,2019-07-29 22:30,2.755,2020-07-29 22:30,1.904
2016-07-29 22:45,3.384,2017-07-29 22:45,1.098,2018-07-29 22:45,3.484,2019-07-29 22:45,2.753,2020-07-29 22:45,1.905
2016-07-29 23:00,3.388,2017-07-29 23:00,1.096,2018-07-29 23:00,3.477,2019-07-29 23:00,2.759,2020-07-29 23:00,1.905
2016-07-29 23:15,3.383,2017-07-29 23:15,1.099,2018-07-29 23:15,3.48,2019-07-29 23:15,2.757,2020-07-29 23:15,1.902
2016-07-29 23:30,3.382,2017-07-29 23:30,1.098,2018-07-29 23:30,3.473,2019-07-29 23:30,2.755,2020-07-29 23:30,1.905
2016-07-29 23:45,3.385,2017-07-29 23:45,1.101,2018-07-29 23:45,3.475,2019-07-29 23:45,2.759,2020-07-29 23:45,1.906
2016-07-30 0:00,3.384,2017-07-30 0:00,1.097,2018-07-30 0:00,3.492,2019-07-30 0:00,2.75,2020-07-30 0:00,1.908
2016-07-30 0:15,3.383,2017-07-30 0:15,1.099,2018-07-30 0:15,3.476,2019-07-30 0:15,2.75,2020-07-30 0:15,1.908
2016-07-30 0:30,3.384,2017-07-30 0:30,1.097,2018-07-30 0:30,3.473,2019-07-30 0:30,2.755,2020-07-30 0:30,1.907
2016-07-30 0:45,3.383,2017-07-30 0:45,1.102,2018-07-30 0:45,3.486,2019-07-30 0:45,2.756,2020-07-30 0:45,1.909
2016-07-30 1:00,3.389,2017-07-30 1:00,1.102,2018-07-30 1:00,3.48,2019-07-30 1:00,2.752,2020-07-30 1:00,1.901
2016-07-30 1:15,3.394,2017-07-30 1:15,1.101,2018-07-30 1:15,3.474,2019-07-30 1:15,2.756,2020-07-30 1:15,1.909
2016-07-30 1:30,3.395,2017-07-30 1:30,1.102,2018-07-30 1:30,3.468,2019-07-30 1:30,2.752,2020-07-30 1:30,1.911
2016-07-30 1:45,3.392,2017-07-30 1:45,1.097,2018-07-30 1:45,3.473,2019-07-30 1:45,2.757,2020-07-30 1:45,1.915
2016-07-30 2:00,3.392,2017-07-30 2:00,1.099,2018-07-30 2:00,3.474,2019-07-30 2:00,2.756,2020-07-30 2:00,1.907
2016-07-30 2:15,3.387,2017-07-30 2:15,1.101,2018-07-30 2:15,3.472,2019-07-30 2:15,2.752,2020-07-30 2:15,1.914
2016-07-30 2:30,3.388,2017-07-30 2:30,1.102,2018-07-30 2:30,3.47,2019-07-30 2:30,2.754,2020-07-30 2:30,1.908
2016-07-30 2:45,3.389,2017-07-30 2:45,1.101,2018-07-30 2:45,3.462,2019-07-30 2:45,2.753,2020-07-30 2:45,1.909
2016-07-30 3:00,3.394,2017-07-30 3:00,1.099,2018-07-30 3:00,3.463,2019-07-30 3:00,2.751,2020-07-30 3:00,1.909
2016-07-30 3:15,3.387,2017-07-30 3:15,1.102,2018-07-30 3:15,3.486,2019-07-30 3:15,2.755,2020-07-30 3:15,1.907
2016-07-30 3:30,3.393,2017-07-30 3:30,1.1,2018-07-30 3:30,3.468,2019-07-30 3:30,2.754,2020-07-30 3:30,1.912
2016-07-30 3:45,3.39,2017-07-30 3:45,1.101,2018-07-30 3:45,3.479,2019-07-30 3:45,2.754,2020-07-30 3:45,1.913
2016-07-30 4:00,3.382,2017-07-30 4:00,1.102,2018-07-30 4:00,3.481,2019-07-30 4:00,2.76,2020-07-30 4:00,1.912
2016-07-30 4:15,3.389,2017-07-30 4:15,1.103,2018-07-30 4:15,3.472,2019-07-30 4:15,2.76,2020-07-30 4:15,1.911
2016-07-30 4:30,3.391,2017-07-30 4:30,1.105,2018-07-30 4:30,3.469,2019-07-30 4:30,2.761,2020-07-30 4:30,1.913
2016-07-30 4:45,3.394,2017-07-30 4:45,1.106,2018-07-30 4:45,3.466,2019-07-30 4:45,2.757,2020-07-30 4:45,1.909
2016-07-30 5:00,3.386,2017-07-30 5:00,1.107,2018-07-30 5:00,3.479,2019-07-30 5:00,2.758,2020-07-30 5:00,1.914
2016-07-30 5:15,3.387,2017-07-30 5:15,1.107,2018-07-30 5:15,3.48,2019-07-30 5:15,2.76,2020-07-30 5:15,1.913
2016-07-30 5:30,3.392,2017-07-30 5:30,1.106,2018-07-30 5:30,3.479,2019-07-30 5:30,2.755,2020-07-30 5:30,1.908
2016-07-30 5:45,3.384,2017-07-30 5:45,1.105,2018-07-30 5:45,3.479,2019-07-30 5:45,2.758,2020-07-30 5:45,1.914
2016-07-30 6:00,3.384,2017-07-30 6:00,1.107,2018-07-30 6:00,3.482,2019-07-30 6:00,2.76,2020-07-30 6:00,1.916
2016-07-30 6:15,3.391,2017-07-30 6:15,1.105,2018-07-30 6:15,3.479,2019-07-30 6:15,2.758,2020-07-30 6:15,1.911
2016-07-30 6:30,3.39,2017-07-30 6:30,1.107,2018-07-30 6:30,3.481,2019-07-30 6:30,2.757,2020-07-30 6:30,1.909
2016-07-30 6:45,3.386,2017-07-30 6:45,1.107,2018-07-30 6:45,3.473,2019-07-30 6:45,2.76,2020-07-30 6:45,1.912
2016-07-30 7:00,3.391,2017-07-30 7:00,1.106,2018-07-30 7:00,3.487,2019-07-30 7:00,2.759,2020-07-30 7:00,1.917
2016-07-30 7:15,3.393,2017-07-30 7:15,1.107,2018-07-30 7:15,3.479,2019-07-30 7:15,2.761,2020-07-30 7:15,1.917
2016-07-30 7:30,3.397,2017-07-30 7:30,1.106,2018-07-30 7:30,3.48,2019-07-30 7:30,2.761,2020-07-30 7:30,1.913
2016-07-30 7:45,3.392,2017-07-30 7:45,1.105,2018-07-30 7:45,3.484,2019-07-30 7:45,2.761,2020-07-30 7:45,1.906
2016-07-30 8:00,3.392,2017-07-30 8:00,1.108,2018-07-30 8:00,3.489,2019-07-30 8:00,2.76,2020-07-30 8:00,1.915
2016-07-30 8:15,3.389,2017-07-30 8:15,1.108,2018-07-30 8:15,3.492,2019-07-30 8:15,2.76,2020-07-30 8:15,1.914
2016-07-30 8:30,3.392,2017-07-30 8:30,1.112,2018-07-30 8:30,3.494,2019-07-30 8:30,2.761,2020-07-30 8:30,1.917
2016-07-30 8:45,3.392,2017-07-30 8:45,1.111,2018-07-30 8:45,3.489,2019-07-30 8:45,2.761,2020-07-30 8:45,1.922
2016-07-30 9:00,3.397,2017-07-30 9:00,1.112,2018-07-30 9:00,3.487,2019-07-30 9:00,2.762,2020-07-30 9:00,1.906
2016-07-30 9:15,3.391,2017-07-30 9:15,1.116,2018-07-30 9:15,3.487,2019-07-30 9:15,2.765,2020-07-30 9:15,1.917
2016-07-30 9:30,3.394,2017-07-30 9:30,1.121,2018-07-30 9:30,3.487,2019-07-30 9:30,2.764,2020-07-30 9:30,1.921
2016-07-30 9:45,3.393,2017-07-30 9:45,1.117,2018-07-30 9:45,3.484,2019-07-30 9:45,2.765,2020-07-30 9:45,1.926
2016-07-30 10:00,3.395,2017-07-30 10:00,1.116,2018-07-30 10:00,3.498,2019-07-30 10:00,2.768,2020-07-30 10:00,1.919
2016-07-30 10:15,3.401,2017-07-30 10:15,1.122,2018-07-30 10:15,3.5,2019-07-30 10:15,2.769,2020-07-30 10:15,1.92
2016-07-30 10:30,3.395,2017-07-30 10:30,1.119,2018-07-30 10:30,3.498,2019-07-30 10:30,2.772,2020-07-30 10:30,1.925
2016-07-30 10:45,3.406,2017-07-30 10:45,1.116,2018-07-30 10:45,3.484,2019-07-30 10:45,2.774,2020-07-30 10:45,1.93
2016-07-30 11:00,3.401,2017-07-30 11:00,1.126,2018-07-30 11:00,3.487,2019-07-30 11:00,2.778,2020-07-30 11:00,1.927
2016-07-30 11:15,3.401,2017-07-30 11:15,1.12,2018-07-30 11:15,3.508,2019-07-30 11:15,2.773,2020-07-30 11:15,1.927
2016-07-30 11:30,3.4,2017-07-30 11:30,1.124,2018-07-30 11:30,3.487,2019-07-30 11:30,2.776,2020-07-30 11:30,1.932
2016-07-30 11:45,3.422,2017-07-30 11:45,1.124,2018-07-30 11:45,3.501,2019-07-30 11:45,2.783,2020-07-30 11:45,1.946
2016-07-30 12:00,3.411,2017-07-30 12:00,1.124,2018-07-30 12:00,3.516,2019-07-30 12:00,2.771,2020-07-30 12:00,1.944
2016-07-30 12:15,3.415,2017-07-30 12:15,1.127,2018-07-30 12:15,3.506,2019-07-30 12:15,2.778,2020-07-30 12:15,1.939
2016-07-30 12:30,3.424,2017-07-30 12:30,1.127,2018-07-30 12:30,3.495,2019-07-30 12:30,2.778,2020-07-30 12:30,1.927
2016-07-30 12:45,3.418,2017-07-30 12:45,1.137,2018-07-30 12:45,3.502,2019-07-30 12:45,2.777,2020-07-30 12:45,1.942
2016-07-30 13:00,3.442,2017-07-30 13:00,1.135,2018-07-30 13:00,3.509,2019-07-30 13:00,2.783,2020-07-30 13:00,1.949
2016-07-30 13:15,3.43,2017-07-30 13:15,1.133,2018-07-30 13:15,3.502,2019-07-30 13:15,2.781,2020-07-30 13:15,1.947
2016-07-30 13:30,3.435,2017-07-30 13:30,1.136,2018-07-30 13:30,3.512,2019-07-30 13:30,2.789,2020-07-30 13:30,1.946
2016-07-30 13:45,3.416,2017-07-30 13:45,1.139,2018-07-30 13:45,3.518,2019-07-30 13:45,2.791,2020-07-30 13:45,1.952
2016-07-30 14:00,3.42,2017-07-30 14:00,1.137,2018-07-30 14:00,3.518,2019-07-30 14:00,2.788,2020-07-30 14:00,1.95
2016-07-30 14:15,3.426,2017-07-30 14:15,1.138,2018-07-30 14:15,3.528,2019-07-30 14:15,2.795,2020-07-30 14:15,1.963
2016-07-30 14:30,3.427,2017-07-30 14:30,1.138,2018-07-30 14:30,3.527,2019-07-30 14:30,2.792,2020-07-30 14:30,1.963
2016-07-30 14:45,3.429,2017-07-30 14:45,1.145,2018-07-30 14:45,3.527,2019-07-30 14:45,2.8,2020-07-30 14:45,1.968
2016-07-30 15:00,3.429,2017-07-30 15:00,1.145,2018-07-30 15:00,3.531,2019-07-30 15:00,2.802,2020-07-30 15:00,1.964
2016-07-30 15:15,3.428,2017-07-30 15:15,1.143,2018-07-30 15:15,3.539,2019-07-30 15:15,2.795,2020-07-30 15:15,1.968
2016-07-30 15:30,3.426,2017-07-30 15:30,1.145,2018-07-30 15:30,3.547,2019-07-30 15:30,2.802,2020-07-30 15:30,1.971
2016-07-30 15:45,3.431,2017-07-30 15:45,1.149,2018-07-30 15:45,3.539,2019-07-30 15:45,2.807,2020-07-30 15:45,1.97
2016-07-30 16:00,3.428,2017-07-30 16:00,1.147,2018-07-30 16:00,3.554,2019-07-30 16:00,2.795,2020-07-30 16:00,1.97
2016-07-30 16:15,3.433,2017-07-30 16:15,1.149,2018-07-30 16:15,3.563,2019-07-30 16:15,2.802,2020-07-30 16:15,1.978
2016-07-30 16:30,3.437,2017-07-30 16:30,1.153,2018-07-30 16:30,3.553,2019-07-30 16:30,2.806,2020-07-30 16:30,1.972
2016-07-30 16:45,3.447,2017-07-30 16:45,1.15,2018-07-30 16:45,3.538,2019-07-30 16:45,2.805,2020-07-30 16:45,1.972
2016-07-30 17:00,3.44,2017-07-30 17:00,1.153,2018-07-30 17:00,3.55,2019-07-30 17:00,2.806,2020-07-30 17:00,1.98
2016-07-30 17:15,3.437,2017-07-30 17:15,1.156,2018-07-30 17:15,3.537,2019-07-30 17:15,2.808,2020-07-30 17:15,1.977
2016-07-30 17:30,3.439,2017-07-30 17:30,1.155,2018-07-30 17:30,3.549,2019-07-30 17:30,2.808,2020-07-30 17:30,1.977
2016-07-30 17:45,3.442,2017-07-30 17:45,1.155,2018-07-30 17:45,3.555,2019-07-30 17:45,2.817,2020-07-30 17:45,1.986
2016-07-30 18:00,3.442,2017-07-30 18:00,1.164,2018-07-30 18:00,3.547,2019-07-30 18:00,2.81,2020-07-30 18:00,1.988
2016-07-30 18:15,3.439,2017-07-30 18:15,1.162,2018-07-30 18:15,3.553,2019-07-30 18:15,2.813,2020-07-30 18:15,1.992
2016-07-30 18:30,3.445,2017-07-30 18:30,1.173,2018-07-30 18:30,3.55,2019-07-30 18:30,2.823,2020-07-30 18:30,1.989
2016-07-30 18:45,3.439,2017-07-30 18:45,1.173,2018-07-30 18:45,3.552,2019-07-30 18:45,2.815,2020-07-30 18:45,1.994
2016-07-30 19:00,3.442,2017-07-30 19:00,1.173,2018-07-30 19:00,3.551,2019-07-30 19:00,2.813,2020-07-30 19:00,1.989
2016-07-30 19:15,3.439,2017-07-30 19:15,1.178,2018-07-30 19:15,3.572,2019-07-30 19:15,2.815,2020-07-30 19:15,1.988
2016-07-30 19:30,3.441,2017-07-30 19:30,1.178,2018-07-30 19:30,3.567,2019-07-30 19:30,2.823,2020-07-30 19:30,1.989
2016-07-30 19:45,3.445,2017-07-30 19:45,1.173,2018-07-30 19:45,3.582,2019-07-30 19:45,2.82,2020-07-30 19:45,1.987
2016-07-30 20:00,3.442,2017-07-30 20:00,1.175,2018-07-30 20:00,3.56,2019-07-30 20:00,2.818,2020-07-30 20:00,1.986
2016-07-30 20:15,3.446,2017-07-30 20:15,1.181,2018-07-30 20:15,3.561,2019-07-30 20:15,2.818,2020-07-30 20:15,1.987
2016-07-30 20:30,3.445,2017-07-30 20:30,1.186,2018-07-30 20:30,3.565,2019-07-30 20:30,2.821,2020-07-30 20:30,1.994
2016-07-30 20:45,3.445,2017-07-30 20:45,1.178,2018-07-30 20:45,3.564,2019-07-30 20:45,2.829,2020-07-30 20:45,1.988
2016-07-30 21:00,3.445,2017-07-30 21:00,1.174,2018-07-30 21:00,3.558,2019-07-30 21:00,2.826,2020-07-30 21:00,1.989
2016-07-30 21:15,3.444,2017-07-30 21:15,1.183,2018-07-30 21:15,3.562,2019-07-30 21:15,2.823,2020-07-30 21:15,1.991
2016-07-30 21:30,3.451,2017-07-30 21:30,1.178,2018-07-30 21:30,3.558,2019-07-30 21:30,2.816,2020-07-30 21:30,1.989
2016-07-30 21:45,3.443,2017-07-30 21:45,1.178,2018-07-30 21:45,3.571,2019-07-30 21:45,2.821,2020-07-30 21:45,1.995
2016-07-30 22:00,3.44,2017-07-30 22:00,1.179,2018-07-30 22:00,3.587,2019-07-30 22:00,2.828,2020-07-30 22:00,1.989
2016-07-30 22:15,3.441,2017-07-30 22:15,1.177,2018-07-30 22:15,3.576,2019-07-30 22:15,2.833,2020-07-30 22:15,1.992
2016-07-30 22:30,3.445,2017-07-30 22:30,1.179,2018-07-30 22:30,3.582,2019-07-30 22:30,2.823,2020-07-30 22:30,1.993
2016-07-30 22:45,3.444,2017-07-30 22:45,1.179,2018-07-30 22:45,3.585,2019-07-30 22:45,2.829,2020-07-30 22:45,1.992
2016-07-30 23:00,3.446,2017-07-30 23:00,1.181,2018-07-30 23:00,3.58,2019-07-30 23:00,2.833,2020-07-30 23:00,1.992
2016-07-30 23:15,3.442,2017-07-30 23:15,1.179,2018-07-30 23:15,3.578,2019-07-30 23:15,2.826,2020-07-30 23:15,1.992
2016-07-30 23:30,3.453,2017-07-30 23:30,1.183,2018-07-30 23:30,3.567,2019-07-30 23:30,2.83,2020-07-30 23:30,1.991
2016-07-30 23:45,3.449,2017-07-30 23:45,1.182,2018-07-30 23:45,3.568,2019-07-30 23:45,2.826,2020-07-30 23:45,1.994
2016-07-31 0:00,3.452,2017-07-31 0:00,1.181,2018-07-31 0:00,3.588,2019-07-31 0:00,2.817,2020-07-31 0:00,1.997
2016-07-31 0:15,3.44,2017-07-31 0:15,1.18,2018-07-31 0:15,3.568,2019-07-31 0:15,2.818,2020-07-31 0:15,1.988
2016-07-31 0:30,3.441,2017-07-31 0:30,1.182,2018-07-31 0:30,3.562,2019-07-31 0:30,2.821,2020-07-31 0:30,1.993
2016-07-31 0:45,3.443,2017-07-31 0:45,1.184,2018-07-31 0:45,3.573,2019-07-31 0:45,2.823,2020-07-31 0:45,1.994
2016-07-31 1:00,3.445,2017-07-31 1:00,1.185,2018-07-31 1:00,3.569,2019-07-31 1:00,2.824,2020-07-31 1:00,1.998
2016-07-31 1:15,3.444,2017-07-31 1:15,1.187,2018-07-31 1:15,3.567,2019-07-31 1:15,2.825,2020-07-31 1:15,2.001
2016-07-31 1:30,3.441,2017-07-31 1:30,1.182,2018-07-31 1:30,3.572,2019-07-31 1:30,2.828,2020-07-31 1:30,1.993
2016-07-31 1:45,3.443,2017-07-31 1:45,1.179,2018-07-31 1:45,3.569,2019-07-31 1:45,2.823,2020-07-31 1:45,1.992
2016-07-31 2:00,3.441,2017-07-31 2:00,1.181,2018-07-31 2:00,3.568,2019-07-31 2:00,2.83,2020-07-31 2:00,1.999
2016-07-31 2:15,3.441,2017-07-31 2:15,1.178,2018-07-31 2:15,3.574,2019-07-31 2:15,2.832,2020-07-31 2:15,1.997
2016-07-31 2:30,3.441,2017-07-31 2:30,1.179,2018-07-31 2:30,3.574,2019-07-31 2:30,2.832,2020-07-31 2:30,1.996
2016-07-31 2:45,3.44,2017-07-31 2:45,1.179,2018-07-31 2:45,3.567,2019-07-31 2:45,2.826,2020-07-31 2:45,2.005
2016-07-31 3:00,3.441,2017-07-31 3:00,1.181,2018-07-31 3:00,3.574,2019-07-31 3:00,2.825,2020-07-31 3:00,1.995
2016-07-31 3:15,3.442,2017-07-31 3:15,1.181,2018-07-31 3:15,3.57,2019-07-31 3:15,2.83,2020-07-31 3:15,1.997
2016-07-31 3:30,3.442,2017-07-31 3:30,1.181,2018-07-31 3:30,3.571,2019-07-31 3:30,2.828,2020-07-31 3:30,2.006
2016-07-31 3:45,3.442,2017-07-31 3:45,1.18,2018-07-31 3:45,3.575,2019-07-31 3:45,2.829,2020-07-31 3:45,1.993
2016-07-31 4:00,3.443,2017-07-31 4:00,1.184,2018-07-31 4:00,3.572,2019-07-31 4:00,2.834,2020-07-31 4:00,2.002
2016-07-31 4:15,3.442,2017-07-31 4:15,1.182,2018-07-31 4:15,3.578,2019-07-31 4:15,2.839,2020-07-31 4:15,1.99
2016-07-31 4:30,3.44,2017-07-31 4:30,1.184,2018-07-31 4:30,3.569,2019-07-31 4:30,2.835,2020-07-31 4:30,2.001
2016-07-31 4:45,3.442,2017-07-31 4:45,1.186,2018-07-31 4:45,3.575,2019-07-31 4:45,2.832,2020-07-31 4:45,2.004
2016-07-31 5:00,3.442,2017-07-31 5:00,1.194,2018-07-31 5:00,3.567,2019-07-31 5:00,2.825,2020-07-31 5:00,1.99
2016-07-31 5:15,3.443,2017-07-31 5:15,1.19,2018-07-31 5:15,3.577,2019-07-31 5:15,2.885,2020-07-31 5:15,1.989
2016-07-31 5:30,3.44,2017-07-31 5:30,1.186,2018-07-31 5:30,3.577,2019-07-31 5:30,2.873,2020-07-31 5:30,1.994
2016-07-31 5:45,3.44,2017-07-31 5:45,1.187,2018-07-31 5:45,3.577,2019-07-31 5:45,2.879,2020-07-31 5:45,1.999
2016-07-31 6:00,3.438,2017-07-31 6:00,1.186,2018-07-31 6:00,3.573,2019-07-31 6:00,2.852,2020-07-31 6:00,2
2016-07-31 6:15,3.441,2017-07-31 6:15,1.184,2018-07-31 6:15,3.576,2019-07-31 6:15,2.87,2020-07-31 6:15,1.997
2016-07-31 6:30,3.443,2017-07-31 6:30,1.186,2018-07-31 6:30,3.582,2019-07-31 6:30,2.829,2020-07-31 6:30,2
2016-07-31 6:45,3.439,2017-07-31 6:45,1.189,2018-07-31 6:45,3.574,2019-07-31 6:45,2.824,2020-07-31 6:45,1.994
2016-07-31 7:00,3.441,2017-07-31 7:00,1.186,2018-07-31 7:00,3.588,2019-07-31 7:00,2.82,2020-07-31 7:00,1.983
2016-07-31 7:15,3.442,2017-07-31 7:15,1.184,2018-07-31 7:15,3.574,2019-07-31 7:15,2.823,2020-07-31 7:15,2.003
2016-07-31 7:30,3.44,2017-07-31 7:30,1.187,2018-07-31 7:30,3.57,2019-07-31 7:30,2.823,2020-07-31 7:30,2.008
2016-07-31 7:45,3.443,2017-07-31 7:45,1.187,2018-07-31 7:45,3.59,2019-07-31 7:45,2.826,2020-07-31 7:45,2.006
2016-07-31 8:00,3.441,2017-07-31 8:00,1.186,2018-07-31 8:00,3.575,2019-07-31 8:00,2.821,2020-07-31 8:00,1.998
2016-07-31 8:15,3.442,2017-07-31 8:15,1.185,2018-07-31 8:15,3.57,2019-07-31 8:15,2.822,2020-07-31 8:15,2.005
2016-07-31 8:30,3.44,2017-07-31 8:30,1.19,2018-07-31 8:30,3.57,2019-07-31 8:30,2.823,2020-07-31 8:30,2.005
2016-07-31 8:45,3.442,2017-07-31 8:45,1.186,2018-07-31 8:45,3.577,2019-07-31 8:45,2.828,2020-07-31 8:45,2.004
2016-07-31 9:00,3.441,2017-07-31 9:00,1.188,2018-07-31 9:00,3.576,2019-07-31 9:00,2.833,2020-07-31 9:00,2.001
2016-07-31 9:15,3.439,2017-07-31 9:15,1.19,2018-07-31 9:15,3.579,2019-07-31 9:15,2.84,2020-07-31 9:15,2.004
2016-07-31 9:30,3.446,2017-07-31 9:30,1.189,2018-07-31 9:30,3.566,2019-07-31 9:30,2.833,2020-07-31 9:30,2.008
2016-07-31 9:45,3.44,2017-07-31 9:45,1.194,2018-07-31 9:45,3.568,2019-07-31 9:45,2.844,2020-07-31 9:45,2.013
2016-07-31 10:00,3.451,2017-07-31 10:00,1.195,2018-07-31 10:00,3.58,2019-07-31 10:00,2.846,2020-07-31 10:00,2.026
2016-07-31 10:15,3.455,2017-07-31 10:15,1.194,2018-07-31 10:15,3.576,2019-07-31 10:15,2.841,2020-07-31 10:15,2.011
2016-07-31 10:30,3.449,2017-07-31 10:30,1.195,2018-07-31 10:30,3.589,2019-07-31 10:30,2.83,2020-07-31 10:30,2.019
2016-07-31 10:45,3.457,2017-07-31 10:45,1.195,2018-07-31 10:45,3.585,2019-07-31 10:45,2.835,2020-07-31 10:45,2.021
2016-07-31 11:00,3.461,2017-07-31 11:00,1.201,2018-07-31 11:00,3.584,2019-07-31 11:00,2.853,2020-07-31 11:00,2.023
2016-07-31 11:15,3.462,2017-07-31 11:15,1.192,2018-07-31 11:15,3.591,2019-07-31 11:15,2.845,2020-07-31 11:15,2.015
